prob,pred,true
0.22537145855954088,0,0
0.20376039707807936,0,1
0.9968615997566842,1,1
0.6960827610974021,1,1
0.0005823917719723928,0,0
0.04379843310287397,0,0
0.016881508538928208,0,0
0.06925584896842481,0,0
0.06971744512442582,0,0
0.16311101123308253,0,0
9.27425170322359e-05,0,0
0.8955378937629233,1,1
0.00552255746239333,0,0
0.00444490801153069,0,0
0.0051492681455279085,0,0
0.013533497032925073,0,0
0.9999891650941538,1,1
0.20669390417616781,0,0
0.004591989430161637,0,0
0.003945895293664332,0,0
0.9997239265705099,1,1
0.9909118248669818,1,1
0.9992018686959823,1,1
0.9924696089473223,1,1
0.9637609315615635,1,1
0.04597687197807965,0,0
0.9764715019963593,1,1
0.08498468097910693,0,0
0.9999997788475578,1,1
0.9999875502175016,1,1
0.07098437404905594,0,0
0.22658425635963506,0,0
0.9983418376137728,1,1
0.018859048451851566,0,0
0.9969654331298964,1,1
0.001081349835763459,0,0
0.1014176467387506,0,0
0.9992661989550935,1,1
0.024117534146769575,0,0
0.007497181000217813,0,0
0.9184578005539363,1,1
0.002561478246173736,0,0
0.04864236354718657,0,0
0.9999696521267946,1,1
0.999435751919467,1,1
0.9756162871886255,1,1
0.05034533945683501,0,0
0.9999891956446788,1,1
0.05380469746976148,0,0
0.11178016594633186,0,0
0.0011621508699095338,0,0
0.7123644127524517,1,1
0.059549759933819245,0,0
0.9999114245335154,1,1
0.04537912380950162,0,0
0.009818575541527859,0,0
0.2664786562406543,0,0
0.982363745912753,1,1
0.09482323307336199,0,0
0.976508749163188,1,1
0.004615885860242467,0,0
0.9999680900359575,1,1
0.3255404127644122,0,0
0.04730538762828141,0,0
0.0014793367739999296,0,0
0.008685536280880563,0,0
0.005994218422294706,0,0
0.9908867361041683,1,1
0.9999977076945503,1,1
0.999921487752361,1,1
0.011042567962623973,0,1
0.031755559830906326,0,0
0.0013920368957834632,0,0
0.012654663272767203,0,0
0.9341808105243017,1,1
0.9435190469840118,1,1
0.9995687996238635,1,1
0.00031736511791653776,0,0
0.877519468806421,1,1
0.0025013428244034697,0,0
0.07478456129288369,0,0
0.9996533190095763,1,1
0.9464417477861164,1,1
0.9989101416089804,1,1
0.9577334613702556,1,1
0.9660503330708995,1,0
0.6523207170292851,1,1
0.050096326185293576,0,0
0.990253643190641,1,1
0.004005832451376562,0,0
0.8973148707338539,1,1
0.6128395792657688,1,0
0.9999989237355796,1,1
0.09482042607638345,0,0
0.07697308400599973,0,0
0.10065948114329688,0,0
0.006872190750927878,0,0
0.4982760599504999,0,1
0.06909053716403406,0,0
0.176304234097373,0,0
0.9841110936717657,1,1
0.9999713561252069,1,1
0.07810328427777177,0,0
0.9890777447590116,1,1
0.0011918978842879893,0,0
0.08171672329245735,0,0
0.9999979072753776,1,1
0.039808383758610406,0,0
0.0008249387276108097,0,0
0.10042958827687712,0,0
0.00026923067758634686,0,0
0.0983146501280676,0,0
0.07332899081678629,0,0
0.006481024629889453,0,0
0.27313946784503157,0,1
0.9999987589763284,1,1
0.388918784788723,0,0
0.9721012223518933,1,1
0.0027661228895311035,0,0
0.029946836343256577,0,0
0.9999994596287938,1,1
0.39689627798284494,0,0
0.054031346496633444,0,0
0.9939687349571273,1,1
0.9999957754175978,1,1
0.9999999563819716,1,1
0.8846579956291182,1,1
0.038656913031842724,0,0
0.996217891303371,1,1
0.015418093878369938,0,0
0.999902265694161,1,1
0.46925355070231367,0,1
0.026914847804711303,0,0
0.9999999717366749,1,1
0.5564696877320209,1,1
0.9999938005880183,1,1
0.770872734427309,1,1
0.9999099792185422,1,1
0.9756973267303306,1,1
0.9999915702489229,1,1
0.0024822749995583038,0,0
0.9428305474152553,1,1
0.041704563450753386,0,0
0.0055611080936201745,0,0
0.248454514123389,0,0
0.2377478894246288,0,0
0.999060070794681,1,1
0.0024626494131710164,0,0
0.994721650946816,1,1
0.0013236636783214941,0,0
0.17307330655997694,0,1
0.9999157392005029,1,1
0.9871862125239996,1,1
0.008478275060679089,0,0
0.011503583446063892,0,0
0.0333788077540483,0,0
0.06262159460595722,0,0
0.05734097190734956,0,0
0.20207937246107727,0,0
0.989774369782764,1,1
0.4162594682238097,0,0
0.8500062051057914,1,1
0.9724577140407566,1,1
0.8677953082054433,1,1
0.0007798020984845457,0,0
0.650194023498375,1,0
0.25237399058389814,0,1
0.9941878325560409,1,1
0.007804618987337167,0,0
0.09300157886480233,0,1
0.9982569987756041,1,1
0.9999854293130427,1,1
0.9659562579626775,1,1
0.11366879019885995,0,0
0.0026702281390433005,0,0
0.007535307788073609,0,0
0.06914565931236301,0,0
0.007136778705441715,0,0
0.5063029228159243,1,0
0.9999521416287955,1,1
0.9885292225667663,1,1
0.03483525922850353,0,0
0.999540137808603,1,1
0.05545930225884044,0,0
0.999860551628483,1,1
0.9998689695912759,1,1
0.9414326576528268,1,1
0.03131691533659971,0,0
0.03330679189432601,0,0
0.997223044334512,1,1
0.9997620128945238,1,1
0.08536871132487327,0,0
0.0643889776742152,0,0
0.03572507534746497,0,0
0.11099606300511733,0,0
0.04104543479289739,0,0
0.06097617964277602,0,0
0.04608055762751942,0,0
0.005195922692025616,0,0
0.14347565754151728,0,0
0.9999646632227561,1,1
0.15462225550726094,0,0
0.999996771476962,1,1
0.9718014010379947,1,1
0.9999866208670577,1,1
0.9991851175854165,1,1
0.006169223603608358,0,0
0.012392171867865162,0,0
0.7491371055574689,1,1
0.999999992858408,1,1
0.9999181019444269,1,1
0.997188841432624,1,1
0.9999989123442633,1,1
0.3126319754711904,0,1
0.0024820597656560624,0,0
0.9999940094672813,1,1
0.0175508148609203,0,0
0.9999883835301898,1,1
0.0006744561653072914,0,0
0.3839333268353774,0,1
0.9951485322684747,1,1
0.7103377719978543,1,0
0.9998876079817249,1,1
0.9949464184133214,1,1
0.2646314158124276,0,0
0.9691174716207623,1,1
0.9890190938897157,1,1
0.9961546881064632,1,1
0.9364932758491668,1,1
0.8965310362382484,1,0
0.05282891842944687,0,0
0.9996080596905779,1,1
0.9999981898214463,1,1
0.08399811862415073,0,0
0.000510633801738055,0,0
0.35005314242058083,0,0
0.0008066155670421405,0,0
0.08934447319072857,0,0
0.7905003227249227,1,1
0.9483955663897872,1,1
0.20899041123582232,0,0
0.9999999018813633,1,1
0.005692520807391781,0,0
0.019555992911519875,0,0
0.08193348049406392,0,0
0.03824529245833453,0,0
0.07193273046418844,0,0
0.017769901384694812,0,0
0.02639163629686582,0,0
0.9999999468818811,1,1
0.9888701898897996,1,1
0.9999949015610127,1,1
0.9994763029444388,1,1
0.999999940231364,1,1
0.03181449558682621,0,0
0.7070591542155479,1,1
0.9831502450050358,1,1
0.9940055960582297,1,1
0.9999724851659034,1,1
0.9832870844454115,1,1
0.07924571276386874,0,0
0.8576982767668471,1,1
0.05962619848170197,0,0
0.9998961422132163,1,1
0.10502855647613607,0,0
0.8438686155021067,1,1
0.8624165115689741,1,1
0.0053543019620405615,0,0
0.9976860809982082,1,1
0.10496328508769724,0,0
0.21187321424675476,0,0
0.999978826673411,1,1
0.9449158007772998,1,1
0.9929350542397403,1,1
0.05402897629792156,0,0
0.9820677839227678,1,1
0.999743921601181,1,1
0.05504861706057215,0,0
0.9999998030198037,1,1
0.9998556954221122,1,1
0.012763015856247853,0,0
0.9990403176497902,1,1
0.09561447563361664,0,0
0.005094120635551134,0,0
0.004894123813085443,0,0
0.047394168849606816,0,0
0.9876814069605054,1,1
0.06385668059280913,0,0
0.6457011708308102,1,0
0.6141625137238973,1,1
0.9993165565625708,1,1
0.5303067060753748,1,1
0.9955076916960908,1,1
0.0898250965436649,0,0
0.989143775371594,1,1
0.0013554161679597803,0,0
0.9966322764669385,1,1
0.5186478440373032,1,0
6.907143096570856e-05,0,0
0.7456633483416915,1,1
0.9999390821806514,1,1
0.004464931814904617,0,0
0.030821342169651097,0,0
0.9964776148013319,1,1
0.9999767103221301,1,1
0.9999995729960454,1,1
0.15103655075513417,0,1
0.6992540424715358,1,1
0.002949823889856324,0,0
0.9999708089079947,1,1
0.999951017612136,1,1
0.9999240241439799,1,1
0.018615849514739508,0,0
0.011933922669139731,0,0
0.025913643859597654,0,0
0.016869309619078798,0,0
0.9969213078198521,1,1
0.9933204959562699,1,1
0.9999085442270799,1,1
0.28522815088277764,0,0
0.0017124902355819347,0,0
0.770666696727222,1,0
0.03522302004309053,0,0
0.024978142269589443,0,0
0.7599100167354098,1,1
0.007265776321152145,0,0
0.9951575468401256,1,1
0.9999808480045873,1,1
0.6608560787263684,1,1
0.000419553591848103,0,0
0.012753893689607816,0,0
0.9999974172069923,1,1
0.02345246270689421,0,0
0.999999848836864,1,1
0.9211023652965755,1,1
0.013002152263022806,0,0
0.0003337960827961681,0,0
0.9999993385906134,1,1
0.23656336654250723,0,0
0.3301646248549207,0,0
0.03823663682075529,0,0
0.9999848753026002,1,1
0.92162855264108,1,1
0.9997508162043697,1,1
0.0657098793499083,0,0
0.018951961942994065,0,0
0.04241042996865297,0,0
0.9902684887628976,1,1
0.9684182553721059,1,1
0.0016956042744903797,0,0
0.02014985487450526,0,0
0.9856672466368508,1,1
0.9816850380260854,1,1
0.0041293742047412065,0,0
0.9990184558268232,1,1
0.9983954258699622,1,1
0.012365920568525667,0,0
0.9999982799977502,1,1
0.0073702799068755985,0,0
0.5989790372730484,1,1
0.07551870526365637,0,0
0.1279417380796005,0,0
0.05486712582010039,0,0
0.9999737672836065,1,1
0.31503339006279435,0,0
0.00032431191791986195,0,0
0.7666010876432112,1,1
0.0402718752202104,0,0
0.007285499486130567,0,0
0.00040836093981320407,0,0
0.0013272437800512728,0,0
0.9994598333929504,1,1
0.9999611947936462,1,1
0.9659172468407548,1,1
0.9989820746463035,1,1
0.9998455086122612,1,1
0.06571294479999935,0,0
0.021617427044180234,0,0
0.5949460691857434,1,1
0.02584653742628747,0,0
0.3322982606910716,0,1
0.9999638088372144,1,1
0.9999997778173476,1,1
0.006460766324654929,0,0
0.9739658884131384,1,1
0.7127081465469609,1,1
0.03065113380411108,0,0
0.004644819555339938,0,0
0.9999780205680759,1,1
0.3935816282573568,0,0
0.3047939125219795,0,0
0.9999999955687269,1,1
0.00013886440560578365,0,0
0.9986642994075242,1,1
0.999999667654265,1,1
0.9957432029637596,1,1
0.0876186427594972,0,0
0.9999510509292489,1,1
0.0015116784125179367,0,0
0.5040935514332222,1,1
0.9999963295693166,1,1
0.9999965503122431,1,1
0.9999993214556379,1,1
0.9999989203220911,1,1
0.0034562913045742072,0,0
0.9999998643195374,1,1
0.9973922364419867,1,1
0.26276991161915886,0,0
0.977580017494357,1,1
0.03396541816953713,0,0
0.6212196415755901,1,0
0.17376028142836047,0,0
0.09496566543542505,0,0
0.8166140366355732,1,0
0.9999987565977193,1,1
0.9998573353088643,1,1
0.7781289137333277,1,1
0.0436352987212732,0,0
0.9281266279737914,1,1
0.999876362249289,1,1
0.8117130078828785,1,1
0.0002428864272266403,0,0
0.999340542459587,1,1
0.3478505128702113,0,1
0.032457367530837486,0,0
0.9344700685950156,1,0
0.9576392635376054,1,1
0.9999977192800192,1,1
0.16831583792974017,0,0
0.9999983906113601,1,1
0.06646869841920834,0,0
0.22197422631188243,0,1
0.05810558324157638,0,0
0.7657542789732601,1,1
0.8862140495087483,1,1
0.050652268423138136,0,0
0.013317343575319015,0,0
0.007433029247247975,0,0
0.9808709974626727,1,1
0.0005831739067759416,0,0
0.991876016923655,1,1
0.9998859477566604,1,1
0.9971804687437158,1,1
0.27980594815043575,0,1
0.9999051208356997,1,1
0.9955058021009382,1,1
0.07767314452746543,0,0
0.24065318997940702,0,0
0.22841577564006257,0,0
0.10549870705720525,0,0
0.9425589393222319,1,1
0.03609929183769693,0,0
0.999996136928071,1,1
0.5107260313899981,1,1
0.9978637104936054,1,1
0.027931743561810152,0,0
0.9977794162152952,1,1
0.3424814234905188,0,0
0.9999323115910111,1,1
0.6542955847573848,1,1
0.007494322797144648,0,0
0.03991531372991695,0,0
0.029482290512125506,0,0
0.0054881541107810235,0,0
0.0029279771171106545,0,0
0.2685495569541111,0,0
0.9063397630382735,1,1
0.0061892935218904495,0,0
0.9926589868093847,1,1
0.9845938035723983,1,1
0.008402150119333936,0,0
0.1536681507545728,0,0
0.16180518409739822,0,0
0.9999999550709884,1,1
0.000981336351080308,0,0
0.9995001874587165,1,1
0.05315418660238058,0,0
0.9999937669717804,1,1
0.9631354279737965,1,1
0.8598504695012753,1,0
0.44927688990836945,0,1
0.9999980169321011,1,1
0.11045497704725607,0,0
0.040899167756022155,0,0
0.9999999770326068,1,1
0.07248237208204368,0,0
0.9999999147196179,1,1
0.9696035662650394,1,1
0.007883391768462,0,0
0.9999483341778659,1,1
0.006176582362555889,0,0
0.003259393146402595,0,0
0.03603292363974905,0,0
0.006864020472518892,0,0
0.10870707785809719,0,0
0.9999998788104738,1,1
0.999864871602465,1,1
0.057586095622839006,0,0
0.2465677527626625,0,0
0.001312680994144346,0,0
0.015075902640068072,0,0
0.4288145388321292,0,1
0.9988357713670153,1,1
0.9134532271373944,1,1
0.9975273926064476,1,1
0.9999957496000844,1,1
0.5983769616293751,1,0
0.7864837583698423,1,1
0.9734433367611685,1,1
0.025155783234031552,0,0
0.5505928732574573,1,0
0.9912905949001511,1,1
0.9513741254663621,1,1
0.013918222059792248,0,0
0.01875138186200938,0,0
0.1718554924235137,0,0
0.9999998612495778,1,1
0.013855989793567556,0,0
0.4844968911151989,0,1
0.0069232401257223785,0,0
0.9875575851549712,1,1
0.03940388880058927,0,0
0.07675936832510395,0,0
0.5524017153184113,1,1
0.005267548280632248,0,0
0.9996180673134225,1,1
0.6831939088629712,1,1
0.0765305387228772,0,0
0.011778200941327775,0,0
0.8819416162371957,1,1
0.9995967795497587,1,1
0.03241876392435208,0,1
0.0011206019493443938,0,0
0.9356085993026753,1,1
0.9959931740866965,1,1
0.0019080383050972959,0,0
0.045209288220539774,0,0
0.9999629046452193,1,1
0.09086201704773046,0,0
0.9999306776243052,1,1
0.30449445133406006,0,0
0.00408609173889608,0,0
0.04902410084147673,0,0
0.9997147863304374,1,1
0.006699581389394883,0,0
0.040159919169181775,0,0
0.002601000191685558,0,0
0.49550725908045495,0,1
0.9999029497078976,1,1
0.9993958346361683,1,1
0.9999998957237672,1,1
0.9828580635698492,1,1
0.9994839598141042,1,1
0.20792915862432707,0,1
0.13352655900241764,0,0
0.9997143409725587,1,1
0.007060932064747048,0,0
0.9999997002805127,1,1
0.039090508884711404,0,0
0.05400684601404021,0,0
0.9999998548764897,1,1
0.1253856965287077,0,0
0.11787146951222754,0,0
0.9144093182613161,1,1
0.01268057654107867,0,0
0.14589035144762363,0,0
0.7406342888073606,1,1
0.1413103130165172,0,1
0.001954533799528494,0,0
0.03359457163326925,0,0
0.9879193481186904,1,1
0.057593187178391875,0,0
0.0047979775795013975,0,0
0.2489480207998762,0,0
0.2937861920771809,0,0
0.9845785011426741,1,1
0.9998146098199673,1,1
0.12028022804449635,0,0
0.4501864961979178,0,1
0.13701933598863342,0,0
0.977585403634328,1,1
0.9994827120884234,1,1
0.12139841477253223,0,0
0.0022087381846500956,0,0
0.8052378216099015,1,1
0.06343658976766929,0,0
0.997596297669814,1,1
0.9999999997173858,1,1
0.9985430284750848,1,1
0.3550315507398949,0,0
0.024782975984058354,0,0
0.9954788927378603,1,1
0.9997356649486868,1,1
0.00041957130485701754,0,0
0.9999999412039541,1,1
0.9999999294284979,1,1
0.8676741866915474,1,1
0.9999830725276337,1,1
0.02522193065054484,0,0
0.011016959546553724,0,0
0.9940878520727294,1,1
0.9999709981482732,1,1
0.0534938368080117,0,0
0.9999155899054618,1,1
0.07278530816553959,0,0
0.9995518019732631,1,1
0.4515682786661997,0,0
0.9999982258007817,1,1
0.9773043534061359,1,1
0.014030476378254306,0,0
0.03343405473553829,0,0
0.2291103458939319,0,0
0.17763534392882188,0,0
0.0055075270564422405,0,0
0.010656920119409259,0,0
0.002711421487199731,0,0
0.9126371671519123,1,1
0.17557783852089628,0,0
0.9999987443024483,1,1
0.0004892984418402488,0,0
0.9885109340617567,1,1
0.9999999494818267,1,1
0.8689481952231004,1,1
0.018502591352734955,0,0
0.09782914209213245,0,0
0.4541751938927462,0,0
0.28694683353954614,0,0
0.9987848660007206,1,1
0.5519127732131985,1,1
0.999999997590163,1,1
0.20876529627016296,0,0
0.9999999331069862,1,1
0.003228857054865923,0,0
0.012056475849516305,0,0
0.9947721661754266,1,1
0.017407780172441406,0,0
0.009929003443881932,0,0
0.9999205457916618,1,1
0.009657142273874512,0,0
0.11811350655010167,0,0
0.5679174048005582,1,0
0.9706049693961825,1,1
0.9999888641347426,1,1
0.9761163787537253,1,1
0.00014261584958612537,0,0
0.9999805577617912,1,1
0.032159138324063946,0,0
0.9264084288680545,1,1
0.031346230544814,0,0
0.002375408301113253,0,0
0.013367226427663942,0,0
0.11220095608258827,0,0
0.11125365866658166,0,0
0.030499828256176607,0,0
0.9999989448084529,1,1
0.9861695565605636,1,1
0.8233496981552095,1,1
0.9990265499323812,1,1
0.9930969134419364,1,1
0.001585318991608495,0,0
0.28657539387820313,0,0
0.022133369709570815,0,0
0.068575378077355,0,0
0.9998993825074548,1,1
0.9949178815781106,1,1
0.425576609849675,0,1
0.009393587072578924,0,0
0.9999999987606014,1,1
0.027272072317531197,0,0
0.002975441157610397,0,0
0.6045917161442552,1,1
0.954804930615248,1,1
0.028480440129760247,0,1
0.1762958893097271,0,0
0.9997333081429262,1,1
0.15285469932005635,0,0
0.3784270725278874,0,1
0.9985965477333189,1,1
0.0036167915301690747,0,0
0.060745121789475616,0,0
0.05212909977850316,0,0
0.04600845130401454,0,0
0.011557704969491643,0,0
0.004330550389216146,0,0
0.999884977044061,1,1
0.013882704419919373,0,0
0.005177722090772969,0,0
0.09862143917585858,0,0
0.2326804379271815,0,0
0.12243188495748379,0,0
0.004579775468170681,0,0
0.03282771258388355,0,0
0.09873555313092591,0,0
0.32524105051691166,0,0
0.9998082892418978,1,1
0.01070665591231435,0,0
0.9999999723044487,1,1
0.020197599938732297,0,0
0.02991346286792488,0,0
0.9675771411937361,1,1
0.9997322604695431,1,1
0.7894373087376807,1,1
0.06024938053551197,0,0
0.9999967733172624,1,1
0.9989700794203218,1,1
0.007042080832125769,0,0
0.029301974445120598,0,0
0.00035936890446953745,0,0
0.8046689320006831,1,1
0.9999196562957172,1,1
0.9624975987218879,1,1
0.08262793990226601,0,0
0.8756394661091759,1,1
0.9999999999915612,1,1
0.9998079015676805,1,1
0.8101320609101141,1,1
0.9894938286657495,1,1
0.0266395965098421,0,0
0.0007461246942471935,0,0
0.9999845242531398,1,1
0.018921231041148526,0,0
0.4670703071406634,0,0
0.9843685576742481,1,1
0.9999662875331926,1,1
0.9999321402474509,1,1
0.7482902326274781,1,0
0.9995591584540354,1,1
0.015620277173692734,0,0
0.7766582894617412,1,1
0.9999427973465543,1,1
0.9991901594743945,1,1
0.9995387768770748,1,1
0.999999170364648,1,1
0.07045565465202652,0,0
0.017390685629366867,0,0
0.12908481258318086,0,1
0.989164153435556,1,1
0.9999490116425913,1,1
0.0015748090478117783,0,0
0.013931216794090737,0,0
0.9628832067741249,1,1
0.039374411972666994,0,0
0.17111477718851295,0,0
0.33726065899145974,0,1
0.7051179936798379,1,1
0.6737932565212155,1,1
0.28115181067691286,0,0
0.9999999459517346,1,1
0.015687150717758946,0,0
0.09767509933845835,0,0
0.9467077014449862,1,1
0.1418112412431847,0,0
0.00025577064768079956,0,0
0.9933069032242937,1,1
0.999998972253936,1,1
0.6426479565922657,1,0
0.9753945629117804,1,1
0.000293503218586125,0,0
0.992863136766133,1,1
0.36189929211791316,0,1
0.9999435936130724,1,1
0.6135477747677341,1,1
0.9133600203609842,1,1
0.972686697836151,1,1
0.9772129004141528,1,1
0.004803064571979016,0,0
0.9999020609659555,1,1
0.005620598665996374,0,0
0.12177100894778509,0,0
0.9990913240425138,1,1
0.4010995026507129,0,1
0.13046444764608356,0,0
0.04313923714233835,0,0
0.9999658818420771,1,1
0.04074953937844743,0,0
0.9999989590338525,1,1
0.942920198273644,1,1
0.7796554853557421,1,1
0.11097892209386742,0,0
0.9999934255322285,1,1
0.9999996989033132,1,1
0.06429396792970381,0,0
0.9958884729636609,1,1
0.16534614579512968,0,0
0.8787577924990115,1,1
0.11877337516620784,0,0
0.6605882863934958,1,0
0.10421275858386744,0,1
0.1043714535592248,0,0
0.4420172089600107,0,1
0.9996020236022771,1,1
0.9672495820395695,1,1
0.0413507108426684,0,0
0.005328803521958979,0,0
0.20164555641217172,0,1
0.9993650743687188,1,1
0.9999922768845899,1,1
0.9999966573835976,1,1
0.01670226040584461,0,0
0.9999793742184475,1,1
0.9998768994951069,1,1
0.250056543869245,0,0
0.01720450402620772,0,0
0.999627899453148,1,1
0.03178269665742797,0,0
0.9999999621526571,1,1
0.0165477813226113,0,0
0.1336204719317799,0,1
0.9867265120743164,1,1
0.0027125780518009843,0,0
0.17298629095461882,0,0
0.0009399005198644491,0,0
0.9961483213488926,1,1
0.798033887616212,1,1
0.9991999998166037,1,1
0.9295848657004304,1,1
0.05206113866274162,0,0
0.9999989378187957,1,1
0.009749470250801084,0,0
0.9999989798247666,1,1
0.027422320649017885,0,0
0.9999988894735024,1,1
0.0006049582906167892,0,0
0.9998481420636367,1,1
0.9989562289514499,1,1
0.999992010176669,1,1
0.22951546458621033,0,0
0.9999999420812611,1,1
0.027809471268848255,0,0
0.12191109673230349,0,0
0.06701182344636036,0,0
0.04210913067310321,0,0
0.00010917002203852614,0,0
0.01663497664247994,0,0
0.20365808540457495,0,0
0.1746356720422283,0,0
0.03466663011027703,0,0
0.9999125731989966,1,1
0.9615008664703769,1,1
0.20549432060019837,0,0
0.9971000850781158,1,1
0.17542277214603974,0,0
0.013176064929256139,0,0
0.9986422457016351,1,1
0.9997030377565242,1,1
0.9999997032815903,1,1
0.9920479384264776,1,1
0.060332983544657576,0,0
0.9998647120115413,1,1
0.10704636706017771,0,0
0.14531458155876692,0,1
0.9998067520653591,1,1
0.008391336102163964,0,0
0.0003257222233238388,0,0
0.9977162795965261,1,1
0.9999564246188628,1,1
0.9996513223363213,1,1
0.998611601962573,1,1
0.0005301784635570257,0,0
0.0017870977518877694,0,0
0.022438245415556845,0,0
0.4355918522200547,0,1
0.3262215333815008,0,0
0.005331326320300838,0,0
0.7609621263503283,1,1
0.005762979522360463,0,0
0.4814531206378774,0,0
0.9999999948291642,1,1
0.9999990632923511,1,1
0.9999999594162138,1,1
0.9999958060019434,1,1
0.00871394117486885,0,0
0.9999999967949778,1,1
0.00020978424241894846,0,0
0.005921750028499771,0,0
0.09714069114831657,0,0
0.9944896516178924,1,1
0.8443359258299951,1,1
0.9992011679772401,1,1
0.9830618364819032,1,0
0.04217040186886585,0,0
0.14889945488500794,0,0
0.035771479643974945,0,0
0.0011561646089218829,0,0
0.822489210308832,1,1
0.6420061796474952,1,0
0.9905889959914365,1,1
0.7482589887622717,1,1
0.0020286900339397803,0,0
0.9529409523066934,1,1
0.9808749969055935,1,1
0.9967622914065468,1,1
0.9973675031419488,1,1
0.17387304035372192,0,0
0.07682863222767869,0,0
0.02483625334370017,0,0
0.03143445487845603,0,0
0.9999999322987222,1,1
0.0406899488293256,0,0
0.0440458124604855,0,0
0.9999997750281695,1,1
0.02908189702989769,0,0
0.9989266651521862,1,1
0.005167217241677126,0,0
0.03768082723479376,0,0
0.014352453540232383,0,0
0.9898911991102577,1,1
0.07624179003654846,0,0
0.9987008155741055,1,1
0.9999999590997991,1,1
0.35413162691722155,0,1
0.045643757496309244,0,0
0.9990832095242691,1,1
0.30049546421523343,0,1
0.9999967484334641,1,1
0.9998253012779194,1,1
0.0005039075040643235,0,0
0.07432037904160133,0,0
0.9810317905911964,1,1
0.9998536300706314,1,1
0.23039787840682388,0,0
0.469060210328759,0,1
0.015343827432343126,0,0
0.0275302541376944,0,0
0.15451660554989965,0,0
0.999126942689577,1,1
0.8460964667072275,1,1
0.8882210163851998,1,1
0.9999992805083576,1,1
0.9999992916105953,1,1
0.9228477451678463,1,1
0.9994435323288262,1,1
0.002038616361800784,0,0
0.9596342630207593,1,1
0.8085396669443979,1,1
0.01885312716209105,0,0
0.06742232046953855,0,0
0.05817159589542607,0,0
0.9879980376118394,1,1
0.024206608697450876,0,0
0.012325869599433362,0,0
0.9978821038375809,1,1
0.9998968248564687,1,1
0.9782161047293249,1,1
0.965968147350478,1,1
0.8557365231815403,1,1
0.047281731861677764,0,0
0.0015649564040490652,0,0
0.10479489786100123,0,0
0.9999978635684428,1,1
0.40851453308151514,0,0
0.0009114306810412653,0,0
0.029376926309634083,0,0
